scheme,B,trial,time_ns
PPS-GC,1000,55,10257503
PPS-GC,1000,56,9250828
PPS-GC,1000,57,10331901
PPS-GC,1000,58,10114474
PPS-GC,1000,59,9197474
PPS-GC,1000,60,9532805
PPS-GC,1000,61,9339458
PPS-GC,1000,62,9700831
PPS-GC,1000,63,9095667
PPS-GC,1000,64,9018940
PPS-GC,1000,65,9120973
PPS-GC,1000,66,10604472
PPS-GC,1000,67,9703680
PPS-GC,1000,68,9096202
PPS-GC,1000,69,9460357
PPS-GC,1000,70,9180298
PPS-GC,1000,71,9092439
PPS-GC,1000,72,9605743
PPS-GC,1000,73,10397932
PPS-GC,1000,74,10153156
PPS-GC,1000,75,9231375
PPS-GC,1000,76,9553914
PPS-GC,1000,77,9899403
PPS-GC,1000,78,9847035
PPS-GC,1000,79,9640694
PPS-GC,1000,80,9483287
PPS-GC,1000,81,9764591
PPS-GC,1000,82,10308498
PPS-GC,1000,83,8994670
PPS-GC,1000,84,9097185
PPS-GC,1000,85,9022922
PPS-GC,1000,86,10067491
PPS-GC,1000,87,10263312
PPS-GC,1000,88,9839941
PPS-GC,1000,89,9461858
PPS-GC,1000,90,9735765
PPS-GC,1000,91,10599817
PPS-GC,1000,92,9715267
PPS-GC,1000,93,10238813
PPS-GC,1000,94,10423912
PPS-GC,1000,95,9527718
PPS-GC,1000,96,9619270
PPS-GC,1000,97,9607589
PPS-GC,1000,98,9211525
PPS-GC,1000,99,9993690
FMD,10,0,4309469
FMD,10,1,4393855
FMD,10,2,4225211
FMD,10,3,4096379
FMD,10,4,4893626
FMD,10,5,4460531
FMD,10,6,4993155
FMD,10,7,5123503
FMD,10,8,3863736
FMD,10,9,4277965
FMD,10,10,4110579
FMD,10,11,3758646
FMD,10,12,3753290
FMD,10,13,3791538
FMD,10,14,4720595
FMD,10,15,4302740
FMD,10,16,4158474
FMD,10,17,5280278
FMD,10,18,3782809
FMD,10,19,3743741
FMD,10,20,4729183
FMD,10,21,3784915
FMD,10,22,4791466
FMD,10,23,3878703
FMD,10,24,5204608
FMD,10,25,5317873
FMD,10,26,4231396
FMD,10,27,4127046
FMD,10,28,4310358
FMD,10,29,3792074
FMD,10,30,4448370
FMD,10,31,4912684
FMD,10,32,4002838
FMD,10,33,4812946
FMD,10,34,5082765
FMD,10,35,4488258
FMD,10,36,3757268
FMD,10,37,3913692
FMD,10,38,5006768
FMD,10,39,4944761
FMD,10,40,5452232
FMD,10,41,3808715
FMD,10,42,3718382
FMD,10,43,4346405
FMD,10,44,3745718
FMD,10,45,4569382
FMD,10,46,3800866
FMD,10,47,3810395
FMD,10,48,5302210
FMD,10,49,4552061
FMD,10,50,3777940
FMD,10,51,4114239
FMD,10,52,4352468
FMD,10,53,4924250
FMD,10,54,4469047
FMD,10,55,4508502
FMD,10,56,3815332
FMD,10,57,4858298
FMD,10,58,4989996
FMD,10,59,4796484
FMD,10,60,5122817
FMD,10,61,4544961
FMD,10,62,4418111
FMD,10,63,4204453
FMD,10,64,4338985
FMD,10,65,4427299
FMD,10,66,4107518
FMD,10,67,3815173
FMD,10,68,3999826
FMD,10,69,3938663
FMD,10,70,4961534
FMD,10,71,5617131
FMD,10,72,5046169
FMD,10,73,3724506
FMD,10,74,4391878
FMD,10,75,3728132
FMD,10,76,3981223
FMD,10,77,4882616
FMD,10,78,4336035
FMD,10,79,4315166
FMD,10,80,3787695
FMD,10,81,3875694
FMD,10,82,3880029
FMD,10,83,3774746
FMD,10,84,4510942
FMD,10,85,3775959
FMD,10,86,4336914
FMD,10,87,4629930
FMD,10,88,4507049
FMD,10,89,4460793
FMD,10,90,4542701
FMD,10,91,5066966
FMD,10,92,3734251
FMD,10,93,5803690
FMD,10,94,4427342
FMD,10,95,3892569
FMD,10,96,4378304
FMD,10,97,3978144
FMD,10,98,4267980
FMD,10,99,4014642
FMD,32,0,12212823
FMD,32,1,13189009
FMD,32,2,13544863
FMD,32,3,14521518
FMD,32,4,13340309
FMD,32,5,13393534
FMD,32,6,12217425
FMD,32,7,12234844
FMD,32,8,12947221
FMD,32,9,13228607
FMD,32,10,14259611
FMD,32,11,12169829
FMD,32,12,14630916
FMD,32,13,12155071
FMD,32,14,12909505
FMD,32,15,13370830
FMD,32,16,13505386
FMD,32,17,14132807
FMD,32,18,12226125
FMD,32,19,14122590
FMD,32,20,14966411
FMD,32,21,12118848
FMD,32,22,13666656
FMD,32,23,12882408
FMD,32,24,13480647
FMD,32,25,12598978
FMD,32,26,13421003
FMD,32,27,12924194
FMD,32,28,12206691
FMD,32,29,12409155
FMD,32,30,12184903
FMD,32,31,12868082
FMD,32,32,11978563
FMD,32,33,12974473
FMD,32,34,12428213
FMD,32,35,14091637
FMD,32,36,13029575
FMD,32,37,13211294
FMD,32,38,12973388
FMD,32,39,13004939
FMD,32,40,13119915
FMD,32,41,12646464
FMD,32,42,12522329
FMD,32,43,12673586
FMD,32,44,13012859
FMD,32,45,12232945
FMD,32,46,12265219
FMD,32,47,14079963
FMD,32,48,12138842
FMD,32,49,12759686
FMD,32,50,13068280
FMD,32,51,12047421
FMD,32,52,11980331
FMD,32,53,13375417
FMD,32,54,12192626
FMD,32,55,12734306
FMD,32,56,13225841
FMD,32,57,12304292
FMD,32,58,12554882
FMD,32,59,12867165
FMD,32,60,13061493
FMD,32,61,12368559
FMD,32,62,13048455
FMD,32,63,12485544
FMD,32,64,13286948
FMD,32,65,13776758
FMD,32,66,12552711
FMD,32,67,12712345
FMD,32,68,14318428
FMD,32,69,12858021
FMD,32,70,11867614
FMD,32,71,12630999
FMD,32,72,12120405
FMD,32,73,12168314
FMD,32,74,11991831
FMD,32,75,12141764
FMD,32,76,12011238
FMD,32,77,12743830
FMD,32,78,12677691
FMD,32,79,12142023
FMD,32,80,12789082
FMD,32,81,12916532
FMD,32,82,12551947
FMD,32,83,12781388
FMD,32,84,11973808
FMD,32,85,12374486
FMD,32,86,12169086
FMD,32,87,12902619
FMD,32,88,12936010
FMD,32,89,11990806
FMD,32,90,11951297
FMD,32,91,11916369
FMD,32,92,12565057
FMD,32,93,12123579
FMD,32,94,13512503
FMD,32,95,12162289
FMD,32,96,11899507
FMD,32,97,12005336
FMD,32,98,13486376
FMD,32,99,13166541
FMD,100,0,42893651
FMD,100,1,40299361
FMD,100,2,40365335
FMD,100,3,39489320
FMD,100,4,39649454
FMD,100,5,40481858
FMD,100,6,39164475
FMD,100,7,40066666
FMD,100,8,38551298
FMD,100,9,39527363
FMD,100,10,39511141
FMD,100,11,40670098
FMD,100,12,40347127
FMD,100,13,40673305
FMD,100,14,39007759
FMD,100,15,38545998
FMD,100,16,39005642
FMD,100,17,38543932
FMD,100,18,39821244
FMD,100,19,44351979
FMD,100,20,37837552
FMD,100,21,40755158
FMD,100,22,39391501
FMD,100,23,42028476
FMD,100,24,41094077
FMD,100,25,38055826
FMD,100,26,45362931
FMD,100,27,38315943
FMD,100,28,38912234
FMD,100,29,41742930
FMD,100,30,38700272
FMD,100,31,42697108
FMD,100,32,39415246
FMD,100,33,37678500
FMD,100,34,37791652
FMD,100,35,37416692
FMD,100,36,39698046
FMD,100,37,38975674
FMD,100,38,39244986
FMD,100,39,40595434
FMD,100,40,38994185
FMD,100,41,38609418
FMD,100,42,38721032
FMD,100,43,38672227
FMD,100,44,38156156
FMD,100,45,40320554
FMD,100,46,37949917
FMD,100,47,38234547
FMD,100,48,40331702
FMD,100,49,44105545
FMD,100,50,41841801
FMD,100,51,40526035
FMD,100,52,39862130
FMD,100,53,39908314
FMD,100,54,38945432
FMD,100,55,41622449
FMD,100,56,43821814
FMD,100,57,41637072
FMD,100,58,41128536
FMD,100,59,40728006
FMD,100,60,39430069
FMD,100,61,39544561
FMD,100,62,40839666
FMD,100,63,38685658
FMD,100,64,39404812
FMD,100,65,41794126
FMD,100,66,42066522
FMD,100,67,41755890
FMD,100,68,38912457
FMD,100,69,38644090
FMD,100,70,38744487
FMD,100,71,45717669
FMD,100,72,39080824
FMD,100,73,40452328
FMD,100,74,38383777
FMD,100,75,40177058
FMD,100,76,40673983
FMD,100,77,38748516
FMD,100,78,43586741
FMD,100,79,40726076
FMD,100,80,39001530
FMD,100,81,39861539
FMD,100,82,40064372
FMD,100,83,40782582
FMD,100,84,42574805
FMD,100,85,39118709
FMD,100,86,38915540
FMD,100,87,40051718
FMD,100,88,37997416
FMD,100,89,39562832
FMD,100,90,38078195
FMD,100,91,38402604
FMD,100,92,38922524
FMD,100,93,39375142
FMD,100,94,37865664
FMD,100,95,39512508
FMD,100,96,39063996
FMD,100,97,40462062
FMD,100,98,40139049
FMD,100,99,37999679
FMD,316,0,118586023
FMD,316,1,120229385
FMD,316,2,124175988
FMD,316,3,118988741
FMD,316,4,121595583
FMD,316,5,122053038
FMD,316,6,120322378
FMD,316,7,120616166
FMD,316,8,119803750
FMD,316,9,121106649
FMD,316,10,120795930
FMD,316,11,119041102
FMD,316,12,126189550
FMD,316,13,121181932
FMD,316,14,123241086
FMD,316,15,123283188
FMD,316,16,124464067
FMD,316,17,124194903
FMD,316,18,118202208
FMD,316,19,119111246
FMD,316,20,121889620
FMD,316,21,118306889
FMD,316,22,120287730
FMD,316,23,120423696
FMD,316,24,118774779
FMD,316,25,121508361
FMD,316,26,121267483
FMD,316,27,121249475
FMD,316,28,121137221
FMD,316,29,127158521
FMD,316,30,119738993
FMD,316,31,118263527
FMD,316,32,119656869
FMD,316,33,119513710
FMD,316,34,119332140
FMD,316,35,120212975
FMD,316,36,121876615
FMD,316,37,121204396
FMD,316,38,120735381
FMD,316,39,118573383
FMD,316,40,119008231
FMD,316,41,121469188
FMD,316,42,118826104
FMD,316,43,118445861
FMD,316,44,119550869
FMD,316,45,121047553
FMD,316,46,120881353
FMD,316,47,119749457
FMD,316,48,122037908
FMD,316,49,120093178
FMD,316,50,121746928
FMD,316,51,121035099
FMD,316,52,119321082
FMD,316,53,119427713
FMD,316,54,118318484
FMD,316,55,117967875
FMD,316,56,120121484
FMD,316,57,119033892
FMD,316,58,120940049
FMD,316,59,126395999
FMD,316,60,120681146
FMD,316,61,122065706
FMD,316,62,127507738
FMD,316,63,128728700
FMD,316,64,120646237
FMD,316,65,123563259
FMD,316,66,133467402
FMD,316,67,122216541
FMD,316,68,122881213
FMD,316,69,120324906
FMD,316,70,120343212
FMD,316,71,124668928
FMD,316,72,120311829
FMD,316,73,122856399
FMD,316,74,123352674
FMD,316,75,119389168
FMD,316,76,120361485
FMD,316,77,119440274
FMD,316,78,121031407
FMD,316,79,128947016
FMD,316,80,118118707
FMD,316,81,119257818
FMD,316,82,118838515
FMD,316,83,122646391
FMD,316,84,119263286
FMD,316,85,121286153
FMD,316,86,117776755
FMD,316,87,121985148
FMD,316,88,118512134
FMD,316,89,118858624
FMD,316,90,121335664
FMD,316,91,119209622
FMD,316,92,120093380
FMD,316,93,119277077
FMD,316,94,121682505
FMD,316,95,120971295
FMD,316,96,125344785
FMD,316,97,118340394
FMD,316,98,120843392
FMD,316,99,121114125
FMD,1000,0,392242355
FMD,1000,1,379880072
FMD,1000,2,379249335
FMD,1000,3,381340072
FMD,1000,4,376757292
FMD,1000,5,386221647
FMD,1000,6,379625753
FMD,1000,7,383452812
FMD,1000,8,373914353
FMD,1000,9,379357310
FMD,1000,10,384521666
FMD,1000,11,379798203
FMD,1000,12,378081587
FMD,1000,13,380061115
FMD,1000,14,377691307
FMD,1000,15,375545506
FMD,1000,16,380961927
FMD,1000,17,373098600
FMD,1000,18,381124612
FMD,1000,19,379853798
FMD,1000,20,381534570
FMD,1000,21,394639401
FMD,1000,22,383914979
FMD,1000,23,376654499
FMD,1000,24,379382037
FMD,1000,25,379424680
FMD,1000,26,381498880
FMD,1000,27,384954300
FMD,1000,28,376724739
FMD,1000,29,383627390
FMD,1000,30,380484258
FMD,1000,31,378220554
FMD,1000,32,384127218
FMD,1000,33,378859771
FMD,1000,34,382243355
FMD,1000,35,384287672
FMD,1000,36,379601793
FMD,1000,37,386207061
FMD,1000,38,380071452
FMD,1000,39,380228385
FMD,1000,40,374859376
FMD,1000,41,378846151
FMD,1000,42,379800681
FMD,1000,43,390300580
FMD,1000,44,378939625
FMD,1000,45,386538446
FMD,1000,46,385247682
FMD,1000,47,388131929
FMD,1000,48,386527357
FMD,1000,49,380816429
FMD,1000,50,386243044
FMD,1000,51,384868546
FMD,1000,52,379357296
FMD,1000,53,385142064
FMD,1000,54,379397264
FMD,1000,55,382836056
FMD,1000,56,381361303
FMD,1000,57,380052697
FMD,1000,58,381826623
FMD,1000,59,386513804
FMD,1000,60,382310021
FMD,1000,61,381442552
FMD,1000,62,380463763
FMD,1000,63,380606008
FMD,1000,64,384307166
FMD,1000,65,382694498
FMD,1000,66,379848925
FMD,1000,67,375611320
FMD,1000,68,384149936
FMD,1000,69,376709726
FMD,1000,70,384901166
FMD,1000,71,384654387
FMD,1000,72,375100494
FMD,1000,73,379863211
FMD,1000,74,384731636
FMD,1000,75,382279603
FMD,1000,76,378416961
FMD,1000,77,381718121
FMD,1000,78,378179462
FMD,1000,79,386525346
FMD,1000,80,390786864
FMD,1000,81,381273505
FMD,1000,82,383250753
FMD,1000,83,380788874
FMD,1000,84,385965504
FMD,1000,85,384077697
FMD,1000,86,385679741
FMD,1000,87,384227073
FMD,1000,88,379838328
FMD,1000,89,375717326
FMD,1000,90,376616517
FMD,1000,91,382155062
FMD,1000,92,377695553
FMD,1000,93,376820808
FMD,1000,94,378884264
FMD,1000,95,377590997
FMD,1000,96,382720582
FMD,1000,97,374977557
FMD,1000,98,377086855
FMD,1000,99,379102619
OMR,10,0,34898549
OMR,10,1,39006407
OMR,10,2,41097753
OMR,10,3,32214599
OMR,10,4,38246592
OMR,10,5,39513070
OMR,10,6,34574934
OMR,10,7,32482716
OMR,10,8,33244264
OMR,10,9,37795367
OMR,10,10,35886835
OMR,10,11,35319570
OMR,10,12,35356546
OMR,10,13,31396032
OMR,10,14,34267856
OMR,10,15,35697987
OMR,10,16,32771324
OMR,10,17,32372982
OMR,10,18,33961969
OMR,10,19,32045780
OMR,10,20,37265425
OMR,10,21,35360618
OMR,10,22,32651508
OMR,10,23,31943487
OMR,10,24,33019840
OMR,10,25,30994758
OMR,10,26,34209403
OMR,10,27,33263288
OMR,10,28,35177080
OMR,10,29,43302245
OMR,10,30,33448754
OMR,10,31,34008721
OMR,10,32,35022160
OMR,10,33,32723096
OMR,10,34,31390217
OMR,10,35,33950017
OMR,10,36,32092804
OMR,10,37,31810039
OMR,10,38,34998301
OMR,10,39,40673908
OMR,10,40,35072520
OMR,10,41,37584766
OMR,10,42,33172213
OMR,10,43,39108711
OMR,10,44,32845576
OMR,10,45,35146600
OMR,10,46,44634489
OMR,10,47,34149782
OMR,10,48,40392568
OMR,10,49,40992947
OMR,10,50,32402955
OMR,10,51,34457996
OMR,10,52,39536468
OMR,10,53,40553943
OMR,10,54,34461476
OMR,10,55,37766635
OMR,10,56,39665232
OMR,10,57,35442399
OMR,10,58,36149987
OMR,10,59,35888361
OMR,10,60,36050197
OMR,10,61,34120069
OMR,10,62,36050748
OMR,10,63,36745683
OMR,10,64,37810760
OMR,10,65,37131534
OMR,10,66,49112876
OMR,10,67,40159876
OMR,10,68,38031761
OMR,10,69,47105455
OMR,10,70,38897102
OMR,10,71,39142592
OMR,10,72,36554588
OMR,10,73,35578587
OMR,10,74,38863770
OMR,10,75,43387343
OMR,10,76,41319820
OMR,10,77,42586065
OMR,10,78,42870988
OMR,10,79,43258933
OMR,10,80,47779476
OMR,10,81,50271422
OMR,10,82,42298431
OMR,10,83,41503686
OMR,10,84,41396055
OMR,10,85,41421363
OMR,10,86,40449258
OMR,10,87,39179471
OMR,10,88,41382200
OMR,10,89,44195282
OMR,10,90,40146422
OMR,10,91,39077527
OMR,10,92,49868584
OMR,10,93,46213709
OMR,10,94,36089009
OMR,10,95,37931333
OMR,10,96,38106650
OMR,10,97,50653265
OMR,10,98,36826984
OMR,10,99,36138492
OMR,32,0,103531683
OMR,32,1,120237481
OMR,32,2,127754133
OMR,32,3,133717123
OMR,32,4,119582851
OMR,32,5,125842940
OMR,32,6,115678076
OMR,32,7,109237305
OMR,32,8,115941727
OMR,32,9,117341447
OMR,32,10,115792291
OMR,32,11,123542652
OMR,32,12,114216338
OMR,32,13,113247303
OMR,32,14,113735598
OMR,32,15,126536091
OMR,32,16,120624836
OMR,32,17,128328480
OMR,32,18,138308018
OMR,32,19,116534646
OMR,32,20,129938382
OMR,32,21,113432085
OMR,32,22,124310670
OMR,32,23,116189665
OMR,32,24,114361744
OMR,32,25,127686782
OMR,32,26,119961888
OMR,32,27,128134164
OMR,32,28,108721715
OMR,32,29,105582651
OMR,32,30,123570552
OMR,32,31,115067847
OMR,32,32,117404630
OMR,32,33,115172557
OMR,32,34,132862390
OMR,32,35,126067806
OMR,32,36,126784347
OMR,32,37,123721111
OMR,32,38,133940486
OMR,32,39,128384623
OMR,32,40,118278377
OMR,32,41,119387801
OMR,32,42,122549320
OMR,32,43,119652027
OMR,32,44,120329880
OMR,32,45,121522986
OMR,32,46,124734811
OMR,32,47,120564992
OMR,32,48,114760687
OMR,32,49,117075684
OMR,32,50,128117837
OMR,32,51,119437093
OMR,32,52,122452480
OMR,32,53,117031056
OMR,32,54,114703000
OMR,32,55,103793007
OMR,32,56,107855077
OMR,32,57,106159475
OMR,32,58,117861704
OMR,32,59,107867193
OMR,32,60,105925602
OMR,32,61,109383466
OMR,32,62,111469773
OMR,32,63,111546838
OMR,32,64,111058245
OMR,32,65,109716983
OMR,32,66,113042741
OMR,32,67,115138823
OMR,32,68,113137559
OMR,32,69,115562600
OMR,32,70,117382942
OMR,32,71,110527219
OMR,32,72,112438591
OMR,32,73,114787582
OMR,32,74,112475796
OMR,32,75,113545068
OMR,32,76,116349808
OMR,32,77,118148405
OMR,32,78,121026196
OMR,32,79,129699857
OMR,32,80,134563804
OMR,32,81,126168454
OMR,32,82,108791127
OMR,32,83,127501896
OMR,32,84,119466459
OMR,32,85,128404073
OMR,32,86,131762990
OMR,32,87,127490599
OMR,32,88,126248081
OMR,32,89,136020573
OMR,32,90,131008844
OMR,32,91,126346860
OMR,32,92,137282325
OMR,32,93,128333111
OMR,32,94,127921739
OMR,32,95,119492311
OMR,32,96,121623306
OMR,32,97,139171862
OMR,32,98,143562919
OMR,32,99,139864428
OMR,100,0,401265437
OMR,100,1,401570895
OMR,100,2,403964541
OMR,100,3,394676718
OMR,100,4,398369315
OMR,100,5,388144317
OMR,100,6,352137308
OMR,100,7,350194240
OMR,100,8,358917249
OMR,100,9,366429873
OMR,100,10,353327985
OMR,100,11,352305049
OMR,100,12,359619775
OMR,100,13,367666789
OMR,100,14,359662313
OMR,100,15,359647315
OMR,100,16,370172429
OMR,100,17,355601686
OMR,100,18,379399127
OMR,100,19,384030722
OMR,100,20,340170591
OMR,100,21,363116732
OMR,100,22,374229774
OMR,100,23,377354724
OMR,100,24,382554447
OMR,100,25,387809092
OMR,100,26,396667777
OMR,100,27,358188430
OMR,100,28,363662740
OMR,100,29,351010960
OMR,100,30,356762822
OMR,100,31,360327923
OMR,100,32,340453510
OMR,100,33,352754107
OMR,100,34,347606049
OMR,100,35,355645274
OMR,100,36,365438487
OMR,100,37,355156988
OMR,100,38,356586128
OMR,100,39,381232335
OMR,100,40,390031998
OMR,100,41,425508034
OMR,100,42,419535628
OMR,100,43,432455411
OMR,100,44,427107444
OMR,100,45,415512068
OMR,100,46,410752914
OMR,100,47,449051189
OMR,100,48,397808007
OMR,100,49,367314636
OMR,100,50,368287530
OMR,100,51,385777345
OMR,100,52,365134808
OMR,100,53,354278929
OMR,100,54,364971046
OMR,100,55,404968591
OMR,100,56,393311381
OMR,100,57,401625064
OMR,100,58,391138918
OMR,100,59,441604475
OMR,100,60,430572005
OMR,100,61,409888308
OMR,100,62,417057818
OMR,100,63,414438220
OMR,100,64,430614819
OMR,100,65,411498768
OMR,100,66,441107322
OMR,100,67,420297361
OMR,100,68,400984238
OMR,100,69,406943154
OMR,100,70,390833806
OMR,100,71,428681433
OMR,100,72,383558922
OMR,100,73,402787128
OMR,100,74,381774019
OMR,100,75,420776917
OMR,100,76,399006111
OMR,100,77,409122997
OMR,100,78,427813553
OMR,100,79,389773525
OMR,100,80,399957109
OMR,100,81,399657880
OMR,100,82,367481228
OMR,100,83,398611442
OMR,100,84,406436587
OMR,100,85,423869816
OMR,100,86,399839116
OMR,100,87,383511143
OMR,100,88,395628439
OMR,100,89,384473884
OMR,100,90,419760807
OMR,100,91,406615400
OMR,100,92,387769463
OMR,100,93,399230094
OMR,100,94,406910371
OMR,100,95,396724811
OMR,100,96,389839620
OMR,100,97,397223008
OMR,100,98,389067419
OMR,100,99,419828965
OMR,316,0,1282486787
OMR,316,1,1250380519
OMR,316,2,1239191419
OMR,316,3,1226867352
OMR,316,4,1301415398
OMR,316,5,1330597315
OMR,316,6,1347685022
OMR,316,7,1284078131
OMR,316,8,1296796520
OMR,316,9,1304236080
OMR,316,10,1374503359
OMR,316,11,1386898612
OMR,316,12,1402824909
OMR,316,13,1253755408
OMR,316,14,1294541850
OMR,316,15,1368604221
OMR,316,16,1313310626
OMR,316,17,1339321296
OMR,316,18,1333365652
OMR,316,19,1273126427
OMR,316,20,1272529600
OMR,316,21,1310034088
OMR,316,22,1345905093
OMR,316,23,1275914474
OMR,316,24,1409565429
OMR,316,25,1234252753
OMR,316,26,1249460017
OMR,316,27,1244438449
OMR,316,28,1285889945
OMR,316,29,1238108142
OMR,316,30,1196719446
OMR,316,31,1127239098
OMR,316,32,1108908298
OMR,316,33,1100164446
OMR,316,34,1263651101
OMR,316,35,1359203378
OMR,316,36,1364978532
OMR,316,37,1305973254
OMR,316,38,1319554157
OMR,316,39,1337380646
OMR,316,40,1308198425
OMR,316,41,1297595788
OMR,316,42,1198386689
OMR,316,43,1123838616
OMR,316,44,1121964117
OMR,316,45,1239817383
OMR,316,46,1310307375
OMR,316,47,1338060713
OMR,316,48,1373783588
OMR,316,49,1341852425
OMR,316,50,1333573623
OMR,316,51,1387096907
OMR,316,52,1359781548
OMR,316,53,1305825156
OMR,316,54,1377045035
OMR,316,55,1328924725
OMR,316,56,1336564950
OMR,316,57,1316074504
OMR,316,58,1309520516
OMR,316,59,1341473458
OMR,316,60,1357030742
OMR,316,61,1388096240
OMR,316,62,1354677284
OMR,316,63,1359369441
OMR,316,64,1317009269
OMR,316,65,1382482951
OMR,316,66,1341530830
OMR,316,67,1270772768
OMR,316,68,1310780237
OMR,316,69,1311320193
OMR,316,70,1327109210
OMR,316,71,1267346264
OMR,316,72,1320596227
OMR,316,73,1338799512
OMR,316,74,1358825496
OMR,316,75,1340204379
OMR,316,76,1330064114
OMR,316,77,1374653448
OMR,316,78,1310712469
OMR,316,79,1284139989
OMR,316,80,1323496997
OMR,316,81,1261174857
OMR,316,82,1311359104
OMR,316,83,1311936484
OMR,316,84,1297656034
OMR,316,85,1337924630
OMR,316,86,1318933507
OMR,316,87,1314920675
OMR,316,88,1300416134
OMR,316,89,1341582887
OMR,316,90,1363848324
OMR,316,91,1311003058
OMR,316,92,1300737648
OMR,316,93,1316556382
OMR,316,94,1340125957
OMR,316,95,1335505149
OMR,316,96,1316520642
OMR,316,97,1280842805
OMR,316,98,1328240109
OMR,316,99,1369436315
OMR,1000,0,4358175311
OMR,1000,1,4304633129
OMR,1000,2,4039918814
OMR,1000,3,3665262284
OMR,1000,4,4369770966
OMR,1000,5,4246729139
OMR,1000,6,3910881345
OMR,1000,7,3977402228
OMR,1000,8,4258724859
OMR,1000,9,4192741990
OMR,1000,10,4300379807
OMR,1000,11,4352492714
OMR,1000,12,4392538294
OMR,1000,13,4332008027
OMR,1000,14,4281635779
OMR,1000,15,4434042745
OMR,1000,16,4270802303
OMR,1000,17,4278978459
OMR,1000,18,4360061770
OMR,1000,19,4155307526
OMR,1000,20,4093207598
OMR,1000,21,4092501590
OMR,1000,22,4207158883
OMR,1000,23,4508162093
OMR,1000,24,4376837062
OMR,1000,25,4388534520
OMR,1000,26,4183152089
OMR,1000,27,4448026609
OMR,1000,28,4403437413
OMR,1000,29,4327814443
OMR,1000,30,4192210742
OMR,1000,31,4019716416
OMR,1000,32,4014379217
OMR,1000,33,4111009958
OMR,1000,34,4072295946
OMR,1000,35,3964044848
OMR,1000,36,3973036770
OMR,1000,37,3902378702
OMR,1000,38,3921038749
OMR,1000,39,3956325829
OMR,1000,40,3986972722
OMR,1000,41,3955635927
OMR,1000,42,3910234128
OMR,1000,43,3967197930
OMR,1000,44,4006612889
OMR,1000,45,3935853511
OMR,1000,46,3868762211
OMR,1000,47,3919568366
OMR,1000,48,3987429473
OMR,1000,49,3988765975
OMR,1000,50,3926547709
OMR,1000,51,4031249405
OMR,1000,52,4108201193
OMR,1000,53,4032323101
OMR,1000,54,4013751232
OMR,1000,55,3985461859
OMR,1000,56,4031508271
OMR,1000,57,3973060156
OMR,1000,58,4119306153
OMR,1000,59,4107417996
OMR,1000,60,4021393333
OMR,1000,61,4160195842
OMR,1000,62,4187447886
OMR,1000,63,4187269653
OMR,1000,64,4282812859
OMR,1000,65,4323111088
OMR,1000,66,4185100667
OMR,1000,67,4188199212
OMR,1000,68,4279437542
OMR,1000,69,4305467708
OMR,1000,70,4296860331
OMR,1000,71,4237746559
OMR,1000,72,4104794976
OMR,1000,73,4131813954
OMR,1000,74,4256751610
OMR,1000,75,4169866284
OMR,1000,76,4132097487
OMR,1000,77,4292519471
OMR,1000,78,4173346104
OMR,1000,79,4088163595
OMR,1000,80,3884278802
OMR,1000,81,4154399492
OMR,1000,82,3947857335
OMR,1000,83,3958001374
OMR,1000,84,4209961173
OMR,1000,85,4151799799
OMR,1000,86,4483873726
OMR,1000,87,4210125991
OMR,1000,88,4113201531
OMR,1000,89,4077960550
OMR,1000,90,3853621122
OMR,1000,91,4069189963
OMR,1000,92,3931468805
OMR,1000,93,4105441085
OMR,1000,94,4253039035
OMR,1000,95,4151748997
OMR,1000,96,3973263602
OMR,1000,97,4099523072
OMR,1000,98,4085642426
OMR,1000,99,3954392171
