timestamp,scheme,experiment,operation,role,trial,warmup,message_size_bytes,recipient_input_size,scheme_specific_parameters,wall_time_ns,output_bytes,output_bytes_status,status,git_commit,compiler,compiler_version,build_type,machine_id
2026-08-19T13:47:43.297987154Z,FMD,sender_signaling,fmd_flag_generation,sender,-100,true,not_applicable,unclear,gamma=8;p=2^-8;curve=P-256,468960,269,measured,ok,unavailable,gc,go1.18.1,Release,JerryZ
2026-08-19T13:47:43.301843464Z,FMD,sender_signaling,fmd_sender_total_signaling,sender,-100,true,not_applicable,unclear,gamma=8;p=2^-8;curve=P-256,888750,268,measured,ok,unavailable,gc,go1.18.1,Release,JerryZ
2026-08-19T13:47:43.305174665Z,FMD,sender_signaling,fmd_flag_generation,sender,-99,true,not_applicable,unclear,gamma=8;p=2^-8;curve=P-256,702696,269,measured,ok,unavailable,gc,go1.18.1,Release,JerryZ
2026-08-19T13:47:43.307402565Z,FMD,sender_signaling,fmd_sender_total_signaling,sender,-99,true,not_applicable,unclear,gamma=8;p=2^-8;curve=P-256,577163,269,measured,ok,unavailable,gc,go1.18.1,Release,JerryZ
2026-08-19T13:47:43.309706138Z,FMD,sender_signaling,fmd_flag_generation,sender,-98,true,not_applicable,unclear,gamma=8;p=2^-8;curve=P-256,405381,269,measured,ok,unavailable,gc,go1.18.1,Release,JerryZ
2026-08-19T13:47:43.311733676Z,FMD,sender_signaling,fmd_sender_total_signaling,sender,-98,true,not_applicable,unclear,gamma=8;p=2^-8;curve=P-256,398245,269,measured,ok,unavailable,gc,go1.18.1,Release,JerryZ
2026-08-19T13:47:43.313787019Z,FMD,sender_signaling,fmd_flag_generation,sender,-97,true,not_applicable,unclear,gamma=8;p=2^-8;curve=P-256,422628,270,measured,ok,unavailable,gc,go1.18.1,Release,JerryZ
2026-08-19T13:47:43.315856049Z,FMD,sender_signaling,fmd_sender_total_signaling,sender,-97,true,not_applicable,unclear,gamma=8;p=2^-8;curve=P-256,384809,269,measured,ok,unavailable,gc,go1.18.1,Release,JerryZ
2026-08-19T13:47:43.31812567Z,FMD,sender_signaling,fmd_flag_generation,sender,-96,true,not_applicable,unclear,gamma=8;p=2^-8;curve=P-256,409394,271,measured,ok,unavailable,gc,go1.18.1,Release,JerryZ
2026-08-19T13:47:43.319924679Z,FMD,sender_signaling,fmd_sender_total_signaling,sender,-96,true,not_applicable,unclear,gamma=8;p=2^-8;curve=P-256,366405,269,measured,ok,unavailable,gc,go1.18.1,Release,JerryZ
2026-08-19T13:47:43.32168788Z,FMD,sender_signaling,fmd_flag_generation,sender,-95,true,not_applicable,unclear,gamma=8;p=2^-8;curve=P-256,365229,269,measured,ok,unavailable,gc,go1.18.1,Release,JerryZ
2026-08-19T13:47:43.32345896Z,FMD,sender_signaling,fmd_sender_total_signaling,sender,-95,true,not_applicable,unclear,gamma=8;p=2^-8;curve=P-256,361298,270,measured,ok,unavailable,gc,go1.18.1,Release,JerryZ
2026-08-19T13:47:43.325996179Z,FMD,sender_signaling,fmd_flag_generation,sender,-94,true,not_applicable,unclear,gamma=8;p=2^-8;curve=P-256,731947,269,measured,ok,unavailable,gc,go1.18.1,Release,JerryZ
2026-08-19T13:47:43.328452938Z,FMD,sender_signaling,fmd_sender_total_signaling,sender,-94,true,not_applicable,unclear,gamma=8;p=2^-8;curve=P-256,374211,269,measured,ok,unavailable,gc,go1.18.1,Release,JerryZ
2026-08-19T13:47:43.330926677Z,FMD,sender_signaling,fmd_flag_generation,sender,-93,true,not_applicable,unclear,gamma=8;p=2^-8;curve=P-256,467343,270,measured,ok,unavailable,gc,go1.18.1,Release,JerryZ
2026-08-19T13:47:43.3338267Z,FMD,sender_signaling,fmd_sender_total_signaling,sender,-93,true,not_applicable,unclear,gamma=8;p=2^-8;curve=P-256,919497,268,measured,ok,unavailable,gc,go1.18.1,Release,JerryZ
2026-08-19T13:47:43.335841637Z,FMD,sender_signaling,fmd_flag_generation,sender,-92,true,not_applicable,unclear,gamma=8;p=2^-8;curve=P-256,374891,269,measured,ok,unavailable,gc,go1.18.1,Release,JerryZ
2026-08-19T13:47:43.339086255Z,FMD,sender_signaling,fmd_sender_total_signaling,sender,-92,true,not_applicable,unclear,gamma=8;p=2^-8;curve=P-256,902719,270,measured,ok,unavailable,gc,go1.18.1,Release,JerryZ
2026-08-19T13:47:43.34110156Z,FMD,sender_signaling,fmd_flag_generation,sender,-91,true,not_applicable,unclear,gamma=8;p=2^-8;curve=P-256,366267,266,measured,ok,unavailable,gc,go1.18.1,Release,JerryZ
2026-08-19T13:47:43.343012381Z,FMD,sender_signaling,fmd_sender_total_signaling,sender,-91,true,not_applicable,unclear,gamma=8;p=2^-8;curve=P-256,370675,269,measured,ok,unavailable,gc,go1.18.1,Release,JerryZ
2026-08-19T13:47:43.347686791Z,FMD,sender_signaling,fmd_flag_generation,sender,-90,true,not_applicable,unclear,gamma=8;p=2^-8;curve=P-256,853852,268,measured,ok,unavailable,gc,go1.18.1,Release,JerryZ
2026-08-19T13:47:43.350376661Z,FMD,sender_signaling,fmd_sender_total_signaling,sender,-90,true,not_applicable,unclear,gamma=8;p=2^-8;curve=P-256,533182,270,measured,ok,unavailable,gc,go1.18.1,Release,JerryZ
2026-08-19T13:47:43.352497276Z,FMD,sender_signaling,fmd_flag_generation,sender,-89,true,not_applicable,unclear,gamma=8;p=2^-8;curve=P-256,359049,271,measured,ok,unavailable,gc,go1.18.1,Release,JerryZ
2026-08-19T13:47:43.354826909Z,FMD,sender_signaling,fmd_sender_total_signaling,sender,-89,true,not_applicable,unclear,gamma=8;p=2^-8;curve=P-256,475609,269,measured,ok,unavailable,gc,go1.18.1,Release,JerryZ
2026-08-19T13:47:43.356818065Z,FMD,sender_signaling,fmd_flag_generation,sender,-88,true,not_applicable,unclear,gamma=8;p=2^-8;curve=P-256,375203,269,measured,ok,unavailable,gc,go1.18.1,Release,JerryZ
2026-08-19T13:47:43.358682902Z,FMD,sender_signaling,fmd_sender_total_signaling,sender,-88,true,not_applicable,unclear,gamma=8;p=2^-8;curve=P-256,365248,269,measured,ok,unavailable,gc,go1.18.1,Release,JerryZ
2026-08-19T13:47:43.360789034Z,FMD,sender_signaling,fmd_flag_generation,sender,-87,true,not_applicable,unclear,gamma=8;p=2^-8;curve=P-256,364155,269,measured,ok,unavailable,gc,go1.18.1,Release,JerryZ
2026-08-19T13:47:43.362871555Z,FMD,sender_signaling,fmd_sender_total_signaling,sender,-87,true,not_applicable,unclear,gamma=8;p=2^-8;curve=P-256,382284,270,measured,ok,unavailable,gc,go1.18.1,Release,JerryZ
2026-08-19T13:47:43.364802213Z,FMD,sender_signaling,fmd_flag_generation,sender,-86,true,not_applicable,unclear,gamma=8;p=2^-8;curve=P-256,365423,271,measured,ok,unavailable,gc,go1.18.1,Release,JerryZ
2026-08-19T13:47:43.366566148Z,FMD,sender_signaling,fmd_sender_total_signaling,sender,-86,true,not_applicable,unclear,gamma=8;p=2^-8;curve=P-256,358828,269,measured,ok,unavailable,gc,go1.18.1,Release,JerryZ
