timestamp,scheme,experiment,operation,role,trial,warmup,message_size_bytes,recipient_input_size,scheme_specific_parameters,wall_time_ns,output_bytes,output_bytes_status,status,git_commit,compiler,compiler_version,build_type,machine_id
2026-08-19T14:08:04.01314978Z,FMD,sender_signaling,fmd_flag_generation,sender,-100,true,not_applicable,unclear,gamma=8;p=2^-8;curve=P-256,506576,271,measured,ok,unavailable,gc,go1.18.1,Release,JerryZ
2026-08-19T14:08:04.017482981Z,FMD,sender_signaling,fmd_sender_total_signaling,sender,-100,true,not_applicable,unclear,gamma=8;p=2^-8;curve=P-256,517937,269,measured,ok,unavailable,gc,go1.18.1,Release,JerryZ
2026-08-19T14:08:04.019896241Z,FMD,sender_signaling,fmd_flag_generation,sender,-99,true,not_applicable,unclear,gamma=8;p=2^-8;curve=P-256,404297,268,measured,ok,unavailable,gc,go1.18.1,Release,JerryZ
2026-08-19T14:08:04.022402973Z,FMD,sender_signaling,fmd_sender_total_signaling,sender,-99,true,not_applicable,unclear,gamma=8;p=2^-8;curve=P-256,435403,270,measured,ok,unavailable,gc,go1.18.1,Release,JerryZ
2026-08-19T14:08:04.025171742Z,FMD,sender_signaling,fmd_flag_generation,sender,-98,true,not_applicable,unclear,gamma=8;p=2^-8;curve=P-256,504593,268,measured,ok,unavailable,gc,go1.18.1,Release,JerryZ
2026-08-19T14:08:04.027186587Z,FMD,sender_signaling,fmd_sender_total_signaling,sender,-98,true,not_applicable,unclear,gamma=8;p=2^-8;curve=P-256,390053,268,measured,ok,unavailable,gc,go1.18.1,Release,JerryZ
2026-08-19T14:08:04.029149407Z,FMD,sender_signaling,fmd_flag_generation,sender,-97,true,not_applicable,unclear,gamma=8;p=2^-8;curve=P-256,373219,269,measured,ok,unavailable,gc,go1.18.1,Release,JerryZ
2026-08-19T14:08:04.031722434Z,FMD,sender_signaling,fmd_sender_total_signaling,sender,-97,true,not_applicable,unclear,gamma=8;p=2^-8;curve=P-256,396022,270,measured,ok,unavailable,gc,go1.18.1,Release,JerryZ
2026-08-19T14:08:04.03408731Z,FMD,sender_signaling,fmd_flag_generation,sender,-96,true,not_applicable,unclear,gamma=8;p=2^-8;curve=P-256,429653,269,measured,ok,unavailable,gc,go1.18.1,Release,JerryZ
2026-08-19T14:08:04.036836645Z,FMD,sender_signaling,fmd_sender_total_signaling,sender,-96,true,not_applicable,unclear,gamma=8;p=2^-8;curve=P-256,517974,269,measured,ok,unavailable,gc,go1.18.1,Release,JerryZ
2026-08-19T14:08:04.039435459Z,FMD,sender_signaling,fmd_flag_generation,sender,-95,true,not_applicable,unclear,gamma=8;p=2^-8;curve=P-256,445587,269,measured,ok,unavailable,gc,go1.18.1,Release,JerryZ
2026-08-19T14:08:04.041512763Z,FMD,sender_signaling,fmd_sender_total_signaling,sender,-95,true,not_applicable,unclear,gamma=8;p=2^-8;curve=P-256,385002,269,measured,ok,unavailable,gc,go1.18.1,Release,JerryZ
2026-08-19T14:08:04.04387368Z,FMD,sender_signaling,fmd_flag_generation,sender,-94,true,not_applicable,unclear,gamma=8;p=2^-8;curve=P-256,370528,272,measured,ok,unavailable,gc,go1.18.1,Release,JerryZ
2026-08-19T14:08:04.045815505Z,FMD,sender_signaling,fmd_sender_total_signaling,sender,-94,true,not_applicable,unclear,gamma=8;p=2^-8;curve=P-256,362602,269,measured,ok,unavailable,gc,go1.18.1,Release,JerryZ
2026-08-19T14:08:04.047890146Z,FMD,sender_signaling,fmd_flag_generation,sender,-93,true,not_applicable,unclear,gamma=8;p=2^-8;curve=P-256,384653,270,measured,ok,unavailable,gc,go1.18.1,Release,JerryZ
2026-08-19T14:08:04.050684992Z,FMD,sender_signaling,fmd_sender_total_signaling,sender,-93,true,not_applicable,unclear,gamma=8;p=2^-8;curve=P-256,835998,269,measured,ok,unavailable,gc,go1.18.1,Release,JerryZ
2026-08-19T14:08:04.053844103Z,FMD,sender_signaling,fmd_flag_generation,sender,-92,true,not_applicable,unclear,gamma=8;p=2^-8;curve=P-256,628969,271,measured,ok,unavailable,gc,go1.18.1,Release,JerryZ
2026-08-19T14:08:04.055951851Z,FMD,sender_signaling,fmd_sender_total_signaling,sender,-92,true,not_applicable,unclear,gamma=8;p=2^-8;curve=P-256,376672,270,measured,ok,unavailable,gc,go1.18.1,Release,JerryZ
2026-08-19T14:08:04.057927482Z,FMD,sender_signaling,fmd_flag_generation,sender,-91,true,not_applicable,unclear,gamma=8;p=2^-8;curve=P-256,386022,269,measured,ok,unavailable,gc,go1.18.1,Release,JerryZ
2026-08-19T14:08:04.060408421Z,FMD,sender_signaling,fmd_sender_total_signaling,sender,-91,true,not_applicable,unclear,gamma=8;p=2^-8;curve=P-256,388216,270,measured,ok,unavailable,gc,go1.18.1,Release,JerryZ
2026-08-19T14:08:04.062775207Z,FMD,sender_signaling,fmd_flag_generation,sender,-90,true,not_applicable,unclear,gamma=8;p=2^-8;curve=P-256,423501,270,measured,ok,unavailable,gc,go1.18.1,Release,JerryZ
2026-08-19T14:08:04.064834539Z,FMD,sender_signaling,fmd_sender_total_signaling,sender,-90,true,not_applicable,unclear,gamma=8;p=2^-8;curve=P-256,373862,268,measured,ok,unavailable,gc,go1.18.1,Release,JerryZ
2026-08-19T14:08:04.067372905Z,FMD,sender_signaling,fmd_flag_generation,sender,-89,true,not_applicable,unclear,gamma=8;p=2^-8;curve=P-256,442465,269,measured,ok,unavailable,gc,go1.18.1,Release,JerryZ
