timestamp,scheme,experiment,operation,role,B,trial,warmup,total_time_ns,per_signal_time_ns,scheme_specific_parameters,recipient_mode,status,session_id,session_start_time
1787151572,OMR,multiple_signal_sender_scalability,clue_generation,sender,1000,-5,true,3747274426,3747274,PVW_n=450;PVW_q=65537;PVW_stddev=1.3;PVW_m=16000;PVW_ell=4,fixed_target_recipient,ok,omr_B1000_s1,2026-08-19T14:59:26Z
1787151576,OMR,multiple_signal_sender_scalability,clue_generation,sender,1000,-4,true,3742954758,3742954,PVW_n=450;PVW_q=65537;PVW_stddev=1.3;PVW_m=16000;PVW_ell=4,fixed_target_recipient,ok,omr_B1000_s1,2026-08-19T14:59:26Z
1787151580,OMR,multiple_signal_sender_scalability,clue_generation,sender,1000,-3,true,3722427948,3722427,PVW_n=450;PVW_q=65537;PVW_stddev=1.3;PVW_m=16000;PVW_ell=4,fixed_target_recipient,ok,omr_B1000_s1,2026-08-19T14:59:26Z
1787151584,OMR,multiple_signal_sender_scalability,clue_generation,sender,1000,-2,true,3739470222,3739470,PVW_n=450;PVW_q=65537;PVW_stddev=1.3;PVW_m=16000;PVW_ell=4,fixed_target_recipient,ok,omr_B1000_s1,2026-08-19T14:59:26Z
1787151587,OMR,multiple_signal_sender_scalability,clue_generation,sender,1000,-1,true,3721347914,3721347,PVW_n=450;PVW_q=65537;PVW_stddev=1.3;PVW_m=16000;PVW_ell=4,fixed_target_recipient,ok,omr_B1000_s1,2026-08-19T14:59:26Z
1787151591,OMR,multiple_signal_sender_scalability,clue_generation,sender,1000,0,false,3716525711,3716525,PVW_n=450;PVW_q=65537;PVW_stddev=1.3;PVW_m=16000;PVW_ell=4,fixed_target_recipient,ok,omr_B1000_s1,2026-08-19T14:59:26Z
1787151595,OMR,multiple_signal_sender_scalability,clue_generation,sender,1000,1,false,3724252014,3724252,PVW_n=450;PVW_q=65537;PVW_stddev=1.3;PVW_m=16000;PVW_ell=4,fixed_target_recipient,ok,omr_B1000_s1,2026-08-19T14:59:26Z
1787151599,OMR,multiple_signal_sender_scalability,clue_generation,sender,1000,2,false,3732579104,3732579,PVW_n=450;PVW_q=65537;PVW_stddev=1.3;PVW_m=16000;PVW_ell=4,fixed_target_recipient,ok,omr_B1000_s1,2026-08-19T14:59:26Z
1787151605,OMR,multiple_signal_sender_scalability,clue_generation,sender,1000,3,false,3775782459,3775782,PVW_n=450;PVW_q=65537;PVW_stddev=1.3;PVW_m=16000;PVW_ell=4,fixed_target_recipient,ok,omr_B1000_s1,2026-08-19T14:59:26Z
1787151609,OMR,multiple_signal_sender_scalability,clue_generation,sender,1000,4,false,3779416099,3779416,PVW_n=450;PVW_q=65537;PVW_stddev=1.3;PVW_m=16000;PVW_ell=4,fixed_target_recipient,ok,omr_B1000_s1,2026-08-19T14:59:26Z
