run_id,experiment_id,parameter_point_id,trial_id,trial_kind,scheme,phase,protocol_role,operation,host_id,host_class,Ns,Nr,actual_k,observed_result_count,scheme_specific_parameters,metric_name,value,unit,status,correctness,output_type,error_class,timestamp_utc
client-v2-smoke-probe,client-side-smoke,Ns=16_Nr=2_k=1,1,measured,PPS-GC,sending,sender,sender_signaling_generation,JerryZ,local-development,16,2,1,1,m=2;l=1;location_bytes=32;index_bytes=2,sender_signaling_generation_ns,4031,ns,completed,true,location_row,,2026-08-19T02:50:28.838493+00:00
client-v2-smoke-probe,client-side-smoke,Ns=16_Nr=2_k=1,1,measured,PPS-GC,sending,sender,sender_serialization,JerryZ,local-development,16,2,1,1,m=2;l=1;location_bytes=32;index_bytes=2,sender_serialization_ns,129,ns,completed,true,location_row,,2026-08-19T02:50:28.838513+00:00
client-v2-smoke-probe,client-side-smoke,Ns=16_Nr=2_k=1,1,measured,PPS-GC,sending,sender,sender_total_online,JerryZ,local-development,16,2,1,1,m=2;l=1;location_bytes=32;index_bytes=2,sender_total_online_ns,4270,ns,completed,true,location_row,,2026-08-19T02:50:28.838517+00:00
client-v2-smoke-probe,client-side-smoke,Ns=16_Nr=2_k=1,1,measured,PPS-GC,retrieval,recipient,recipient_processing,JerryZ,local-development,16,2,1,1,m=2;l=1;location_bytes=32;index_bytes=2,recipient_processing_ns,64,ns,completed,true,location_row,,2026-08-19T02:50:28.838520+00:00
